name	dist	support	dup_percent	dup_sp	evoltype	lineage	named_lineage	rank	sci_name	taxid
N3246	0.02778				S	1|2|82|1318|2102|2103	root|d__Archaea|p__Thermoproteota|c__Bathyarchaeia|o__B26-1|f__UBA233	family	f__UBA233	f__UBA233
N3265	0.07317				S	1|2|82|1318|2102|2103	root|d__Archaea|p__Thermoproteota|c__Bathyarchaeia|o__B26-1|f__UBA233	family	f__UBA233	f__UBA233
GB_GCA_004376975.1	0.13508					1|2|82|1318|2102|2103|6050|6765|6766	root|d__Archaea|p__Thermoproteota|c__Bathyarchaeia|o__B26-1|f__UBA233|g__SOJA01|s__SOJA01 sp004376975|GB_GCA_004376975.1	subspecies	s__SOJA01 sp004376975	GB_GCA_004376975.1
GB_GCA_014859805.1	0.09759					1|2|82|1318|2102|2103|6050|6051|6052	root|d__Archaea|p__Thermoproteota|c__Bathyarchaeia|o__B26-1|f__UBA233|g__SOJA01|s__SOJA01 sp014859805|GB_GCA_014859805.1	subspecies	s__SOJA01 sp014859805	GB_GCA_014859805.1
N3291	0.04293				S	1|2|82|1318|2102|3812	root|d__Archaea|p__Thermoproteota|c__Bathyarchaeia|o__B26-1|f__BA1	family	f__BA1	f__BA1
GB_GCA_001399795.1	0.112					1|2|82|1318|2102|3812|4120|4121|4123	root|d__Archaea|p__Thermoproteota|c__Bathyarchaeia|o__B26-1|f__BA1|g__BA2|s__BA2 sp001399795|GB_GCA_001399795.1	subspecies	s__BA2 sp001399795	GB_GCA_001399795.1
N3313	0.0151				S	1|2|82|1318|2102|3163|4193	root|d__Archaea|p__Thermoproteota|c__Bathyarchaeia|o__B26-1|f__B26-1|g__DTEX01	genus	g__DTEX01	g__DTEX01
N3316	0.03309				S	1|2|82|1318|2102|3163|4193	root|d__Archaea|p__Thermoproteota|c__Bathyarchaeia|o__B26-1|f__B26-1|g__DTEX01	genus	g__DTEX01	g__DTEX01
GB_GCA_018396655.1	0.08407					1|2|82|1318|2102|3163|4193|9286|9287	root|d__Archaea|p__Thermoproteota|c__Bathyarchaeia|o__B26-1|f__B26-1|g__DTEX01|s__DTEX01 sp018396655|GB_GCA_018396655.1	subspecies	s__DTEX01 sp018396655	GB_GCA_018396655.1
GB_GCA_018396975.1	0.07964					1|2|82|1318|2102|3163|4193|9973|9974	root|d__Archaea|p__Thermoproteota|c__Bathyarchaeia|o__B26-1|f__B26-1|g__DTEX01|s__DTEX01 sp018396975|GB_GCA_018396975.1	subspecies	s__DTEX01 sp018396975	GB_GCA_018396975.1
GB_GCA_018396435.1	0.01308					1|2|82|1318|2102|3163|4193|7165|7166	root|d__Archaea|p__Thermoproteota|c__Bathyarchaeia|o__B26-1|f__B26-1|g__DTEX01|s__DTEX01 sp018396435|GB_GCA_018396435.1	subspecies	s__DTEX01 sp018396435	GB_GCA_018396435.1
GB_GCA_018396555.1	0.01392					1|2|82|1318|2102|3163|4193|9651|9652	root|d__Archaea|p__Thermoproteota|c__Bathyarchaeia|o__B26-1|f__B26-1|g__DTEX01|s__DTEX01 sp018396555|GB_GCA_018396555.1	subspecies	s__DTEX01 sp018396555	GB_GCA_018396555.1
GB_GCA_001593845.1	0.10402					1|2|82|1318|2102|3163|8064|8523|8524	root|d__Archaea|p__Thermoproteota|c__Bathyarchaeia|o__B26-1|f__B26-1|g__B63|s__B63 sp001593845|GB_GCA_001593845.1	subspecies	s__B63 sp001593845	GB_GCA_001593845.1
GB_GCA_003601725.1	0.06336					1|2|82|1318|2102|3163|8064|8065|8066	root|d__Archaea|p__Thermoproteota|c__Bathyarchaeia|o__B26-1|f__B26-1|g__B63|s__B63 sp003601725|GB_GCA_003601725.1	subspecies	s__B63 sp003601725	GB_GCA_003601725.1
GB_GCA_003601695.1	0.14376					1|2|82|1318|2102|3163|8064|11139|11140	root|d__Archaea|p__Thermoproteota|c__Bathyarchaeia|o__B26-1|f__B26-1|g__B63|s__B63 sp003601695|GB_GCA_003601695.1	subspecies	s__B63 sp003601695	GB_GCA_003601695.1
GB_GCA_003661975.1	0.11331					1|2|82|1318|2102|3163|8064|9661|9662	root|d__Archaea|p__Thermoproteota|c__Bathyarchaeia|o__B26-1|f__B26-1|g__B63|s__B63 sp003661975|GB_GCA_003661975.1	subspecies	s__B63 sp003661975	GB_GCA_003661975.1
GB_GCA_018397055.1	0.04295					1|2|82|1318|2102|3163|6121|8851|8852	root|d__Archaea|p__Thermoproteota|c__Bathyarchaeia|o__B26-1|f__B26-1|g__PIYB01|s__PIYB01 sp018397055|GB_GCA_018397055.1	subspecies	s__PIYB01 sp018397055	GB_GCA_018397055.1
GB_GCA_018397065.1	0.06405					1|2|82|1318|2102|3163|6121|7938|7939	root|d__Archaea|p__Thermoproteota|c__Bathyarchaeia|o__B26-1|f__B26-1|g__PIYB01|s__PIYB01 sp018397065|GB_GCA_018397065.1	subspecies	s__PIYB01 sp018397065	GB_GCA_018397065.1
N3361	0.14215				S	1|2|82|1318|1319|1320|1321	root|d__Archaea|p__Thermoproteota|c__Bathyarchaeia|o__TCS64|f__TCS64|g__RBG-16-57-9	genus	g__RBG-16-57-9	g__RBG-16-57-9
GB_GCA_014729945.1	0.18502					1|2|82|1318|1319|1320|1321|5528|5529	root|d__Archaea|p__Thermoproteota|c__Bathyarchaeia|o__TCS64|f__TCS64|g__RBG-16-57-9|s__RBG-16-57-9 sp014729945|GB_GCA_014729945.1	subspecies	s__RBG-16-57-9 sp014729945	GB_GCA_014729945.1
GB_GCA_001775965.1	0.18076					1|2|82|1318|1319|1320|1321|3690|3692	root|d__Archaea|p__Thermoproteota|c__Bathyarchaeia|o__TCS64|f__TCS64|g__RBG-16-57-9|s__RBG-16-57-9 sp001775965|GB_GCA_001775965.1	subspecies	s__RBG-16-57-9 sp001775965	GB_GCA_001775965.1
GB_GCA_016934355.1	0.12162					1|2|82|1318|1319|1320|1321|8361|8362	root|d__Archaea|p__Thermoproteota|c__Bathyarchaeia|o__TCS64|f__TCS64|g__RBG-16-57-9|s__RBG-16-57-9 sp016934355|GB_GCA_016934355.1	subspecies	s__RBG-16-57-9 sp016934355	GB_GCA_016934355.1
GB_GCA_013329615.1	0.07257					1|2|82|1318|1319|1320|6524|8577|8578	root|d__Archaea|p__Thermoproteota|c__Bathyarchaeia|o__TCS64|f__TCS64|g__UBA8941|s__UBA8941 sp8941u|GB_GCA_013329615.1	subspecies	s__UBA8941 sp8941u	GB_GCA_013329615.1
GB_GCA_017883585.1	0.06307					1|2|82|1318|1319|1320|6524|9065|9066	root|d__Archaea|p__Thermoproteota|c__Bathyarchaeia|o__TCS64|f__TCS64|g__UBA8941|s__UBA8941 sp017883585|GB_GCA_017883585.1	subspecies	s__UBA8941 sp017883585	GB_GCA_017883585.1
N3405	0.0159				S	1|2|82|1318|2638|2639|2640	root|d__Archaea|p__Thermoproteota|c__Bathyarchaeia|o__40CM-2-53-6|f__40CM-2-53-6|g__40CM-2-53-6	genus	g__40CM-2-53-6	g__40CM-2-53-6
N3410	0.00999				S	1|2|82|1318|2638|2639|2640	root|d__Archaea|p__Thermoproteota|c__Bathyarchaeia|o__40CM-2-53-6|f__40CM-2-53-6|g__40CM-2-53-6	genus	g__40CM-2-53-6	g__40CM-2-53-6
N3416	0.00545				S	1|2|82|1318|2638|2639|2640	root|d__Archaea|p__Thermoproteota|c__Bathyarchaeia|o__40CM-2-53-6|f__40CM-2-53-6|g__40CM-2-53-6	genus	g__40CM-2-53-6	g__40CM-2-53-6
N3419	0.00652				S	1|2|82|1318|2638|2639|2640	root|d__Archaea|p__Thermoproteota|c__Bathyarchaeia|o__40CM-2-53-6|f__40CM-2-53-6|g__40CM-2-53-6	genus	g__40CM-2-53-6	g__40CM-2-53-6
N3424	0.05581				S	1|2|82|1318|2638|2639|2640	root|d__Archaea|p__Thermoproteota|c__Bathyarchaeia|o__40CM-2-53-6|f__40CM-2-53-6|g__40CM-2-53-6	genus	g__40CM-2-53-6	g__40CM-2-53-6
GB_GCA_002495485.1	0.09136					1|2|82|1318|2638|2639|2640|5951|5952	root|d__Archaea|p__Thermoproteota|c__Bathyarchaeia|o__40CM-2-53-6|f__40CM-2-53-6|g__40CM-2-53-6|s__40CM-2-53-6 sp002495485|GB_GCA_002495485.1	subspecies	s__40CM-2-53-6 sp002495485	GB_GCA_002495485.1
N3429	0.01129				S	1|2|82|1318|2638|2639|2640	root|d__Archaea|p__Thermoproteota|c__Bathyarchaeia|o__40CM-2-53-6|f__40CM-2-53-6|g__40CM-2-53-6	genus	g__40CM-2-53-6	g__40CM-2-53-6
GB_GCA_001919285.1	0.02266					1|2|82|1318|2638|2639|2640|5009|5010	root|d__Archaea|p__Thermoproteota|c__Bathyarchaeia|o__40CM-2-53-6|f__40CM-2-53-6|g__40CM-2-53-6|s__40CM-2-53-6 sp001919285|GB_GCA_001919285.1	subspecies	s__40CM-2-53-6 sp001919285	GB_GCA_001919285.1
N3522	0.06358				S	1|2|82|83|84|2771	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Sulfolobales|f__Desulfurococcaceae	family	f__Desulfurococcaceae	f__Desulfurococcaceae
N3527	0.24986				S	1|2|82|83|84|2771|7411	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Sulfolobales|f__Desulfurococcaceae|g__Thermosphaera	genus	g__Thermosphaera	g__Thermosphaera
RS_GCF_000264495.1	0.10831					1|2|82|83|84|2771|3995|10802|10803	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Sulfolobales|f__Desulfurococcaceae|g__Thermogladius|s__Thermogladius calderae|RS_GCF_000264495.1	subspecies	s__Thermogladius calderae	RS_GCF_000264495.1
GB_GCA_011375875.1	0.12611					1|2|82|83|84|2771|3995|3996|3997	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Sulfolobales|f__Desulfurococcaceae|g__Thermogladius|s__Thermogladius calderae_A|GB_GCA_011375875.1	subspecies	s__Thermogladius calderae_A	GB_GCA_011375875.1
GB_GCA_002254665.1	0.15972					1|2|82|83|84|2771|9648|9649|9650	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Sulfolobales|f__Desulfurococcaceae|g__EX4484-58|s__EX4484-58 sp002254665|GB_GCA_002254665.1	subspecies	s__EX4484-58 sp002254665	GB_GCA_002254665.1
GB_GCA_003661825.1	0.21716					1|2|82|83|84|2771|8142|8143|8144	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Sulfolobales|f__Desulfurococcaceae|g__QMWW01|s__QMWW01 sp003661825|GB_GCA_003661825.1	subspecies	s__QMWW01 sp003661825	GB_GCA_003661825.1
GB_GCA_011364225.1	0.26287					1|2|82|83|84|2771|3794|3795|3796	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Sulfolobales|f__Desulfurococcaceae|g__DTBJ01|s__DTBJ01 sp011364225|GB_GCA_011364225.1	subspecies	s__DTBJ01 sp011364225	GB_GCA_011364225.1
GB_GCA_011366735.1	0.4401					1|2|82|83|84|2771|5223|5224|5226	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Sulfolobales|f__Desulfurococcaceae|g__DTBP01|s__DTBP01 sp011366735|GB_GCA_011366735.1	subspecies	s__DTBP01 sp011366735	GB_GCA_011366735.1
GB_GCA_013154205.1	0.04065					1|2|82|83|84|2771|3354|7969|7970	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Sulfolobales|f__Desulfurococcaceae|g__JAADCY01|s__JAADCY01 sp013154205|GB_GCA_013154205.1	subspecies	s__JAADCY01 sp013154205	GB_GCA_013154205.1
GB_GCA_015520735.1	0.0546					1|2|82|83|84|2771|3354|3355|3358	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Sulfolobales|f__Desulfurococcaceae|g__JAADCY01|s__JAADCY01 sp015520735|GB_GCA_015520735.1	subspecies	s__JAADCY01 sp015520735	GB_GCA_015520735.1
N3557	0.06135				S	1|2|82|83|84|4905|4906	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Sulfolobales|f__Pyrodictiaceae|g__Pyrodictium	genus	g__Pyrodictium	g__Pyrodictium
RS_GCF_000015145.1	0.13836					1|2|82|83|84|4905|10027|10028|10029	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Sulfolobales|f__Pyrodictiaceae|g__Hyperthermus|s__Hyperthermus butylicus|RS_GCF_000015145.1	subspecies	s__Hyperthermus butylicus	RS_GCF_000015145.1
N3562	0.03459				S	1|2|82|83|84|4905|10127	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Sulfolobales|f__Pyrodictiaceae|g__QNYQ01	genus	g__QNYQ01	g__QNYQ01
GB_GCA_013153105.1	0.158					1|2|82|83|84|4905|10127|10128|10129	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Sulfolobales|f__Pyrodictiaceae|g__QNYQ01|s__QNYQ01 sp013153105|GB_GCA_013153105.1	subspecies	s__QNYQ01 sp013153105	GB_GCA_013153105.1
N3587	0.15812				S	1|2|82|83|84|2010|2674	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Sulfolobales|f__Acidilobaceae|g__JAADGB01	genus	g__JAADGB01	g__JAADGB01
N3592	0.08511				S	1|2|82|83|84|2010|6003	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Sulfolobales|f__Acidilobaceae|g__S143-63	genus	g__S143-63	g__S143-63
N3596	0.04354				S	1|2|82|83|84|2010	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Sulfolobales|f__Acidilobaceae	family	f__Acidilobaceae	f__Acidilobaceae
GB_GCA_015521705.1	0.34035					1|2|82|83|84|2010|8103|8104|8105	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Sulfolobales|f__Acidilobaceae|g__S141-84|s__S141-84 sp015521705|GB_GCA_015521705.1	subspecies	s__S141-84 sp015521705	GB_GCA_015521705.1
N3604	0.13413				S	1|2|82|83|84|2010|4308	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Sulfolobales|f__Acidilobaceae|g__Aeropyrum	genus	g__Aeropyrum	g__Aeropyrum
GB_GCA_015523465.1	0.25665					1|2|82|83|84|2010|4308|8452|8453	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Sulfolobales|f__Acidilobaceae|g__Aeropyrum|s__Aeropyrum sp015523465|GB_GCA_015523465.1	subspecies	s__Aeropyrum sp015523465	GB_GCA_015523465.1
N3612	0.14335				S	1|2|82|83|84|2010|6370	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Sulfolobales|f__Acidilobaceae|g__Caldisphaera	genus	g__Caldisphaera	g__Caldisphaera
GB_GCA_002877855.1	0.18413					1|2|82|83|84|2010|6370|9035|9036	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Sulfolobales|f__Acidilobaceae|g__Caldisphaera|s__Caldisphaera sp002877855|GB_GCA_002877855.1	subspecies	s__Caldisphaera sp002877855	GB_GCA_002877855.1
GB_GCA_015522625.1	0.03156					1|2|82|83|84|2010|6370|11098|11099	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Sulfolobales|f__Acidilobaceae|g__Caldisphaera|s__Caldisphaera sp015522625|GB_GCA_015522625.1	subspecies	s__Caldisphaera sp015522625	GB_GCA_015522625.1
GB_GCA_015523575.1	0.02037					1|2|82|83|84|2010|6370|8863|8864	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Sulfolobales|f__Acidilobaceae|g__Caldisphaera|s__Caldisphaera sp015523575|GB_GCA_015523575.1	subspecies	s__Caldisphaera sp015523575	GB_GCA_015523575.1
N3621	0.13412				S	1|2|82|83|84|2010|2011	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Sulfolobales|f__Acidilobaceae|g__Acidilobus	genus	g__Acidilobus	g__Acidilobus
GB_GCA_000495735.1	0.20846					1|2|82|83|84|2010|2011|2012|2015	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Sulfolobales|f__Acidilobaceae|g__Acidilobus|s__Acidilobus sp000495735|GB_GCA_000495735.1	subspecies	s__Acidilobus sp000495735	GB_GCA_000495735.1
N3661	0.05207				S	1|2|82|83|84|3752|3753	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Sulfolobales|f__Ignisphaeraceae|g__Ignisphaera	genus	g__Ignisphaera	g__Ignisphaera
GB_GCA_000145985.1	0.23445					1|2|82|83|84|3752|3753|10688|10689	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Sulfolobales|f__Ignisphaeraceae|g__Ignisphaera|s__Ignisphaera aggregans|GB_GCA_000145985.1	subspecies	s__Ignisphaera aggregans	GB_GCA_000145985.1
N3666	0.0992				S	1|2|82|83|84|3752|3753	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Sulfolobales|f__Ignisphaeraceae|g__Ignisphaera	genus	g__Ignisphaera	g__Ignisphaera
N3669	0.15491				S	1|2|82|83|84|3752|3753	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Sulfolobales|f__Ignisphaeraceae|g__Ignisphaera	genus	g__Ignisphaera	g__Ignisphaera
N3694	0.21717				S	1|2|82|83|84|2384|4116	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Sulfolobales|f__NBVN01|g__Zestosphaera	genus	g__Zestosphaera	g__Zestosphaera
GB_GCA_003056265.1	0.20467					1|2|82|83|84|2384|4116|7742|7743	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Sulfolobales|f__NBVN01|g__Zestosphaera|s__Zestosphaera tikiterensis|GB_GCA_003056265.1	subspecies	s__Zestosphaera tikiterensis	GB_GCA_003056265.1
GB_GCA_015521295.1	0.17935					1|2|82|83|84|2384|3561|3562|3565	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Sulfolobales|f__NBVN01|g__WAOL01|s__WAOL01 sp015521295|GB_GCA_015521295.1	subspecies	s__WAOL01 sp015521295	GB_GCA_015521295.1
GB_GCA_015523295.1	0.24047					1|2|82|83|84|2384|7071|7072|7073	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Sulfolobales|f__NBVN01|g__S013-73|s__S013-73 sp015523295|GB_GCA_015523295.1	subspecies	s__S013-73 sp015523295	GB_GCA_015523295.1
N3720	0.13787				S	1|2|82|83|84|85|4064	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Sulfolobales|f__Sulfolobaceae|g__Acidianus	genus	g__Acidianus	g__Acidianus
N3723	0.11854				S	1|2|82|83|84|85|4064	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Sulfolobales|f__Sulfolobaceae|g__Acidianus	genus	g__Acidianus	g__Acidianus
N3733	0.02107				S	1|2|82|83|84|85|984	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Sulfolobales|f__Sulfolobaceae|g__Metallosphaera	genus	g__Metallosphaera	g__Metallosphaera
GB_GCA_000016605.1	0.07623					1|2|82|83|84|85|984|985|991	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Sulfolobales|f__Sulfolobaceae|g__Metallosphaera|s__Metallosphaera sedula|GB_GCA_000016605.1	subspecies	s__Metallosphaera sedula	GB_GCA_000016605.1
N3743	0.00944				S	1|2|82|83|84|85|266	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Sulfolobales|f__Sulfolobaceae|g__Saccharolobus	genus	g__Saccharolobus	g__Saccharolobus
RS_GCF_900079115.1	0.0403					1|2|82|83|84|85|266|520|528	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Sulfolobales|f__Sulfolobaceae|g__Saccharolobus|s__Saccharolobus solfataricus|RS_GCF_900079115.1	subspecies	s__Saccharolobus solfataricus	RS_GCF_900079115.1
N3811	0.00927				S	1|2|82|83|1683|2523|3448	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Thermoproteales|f__Thermocladiaceae|g__Vulcanisaeta	genus	g__Vulcanisaeta	g__Vulcanisaeta
GB_GCA_001316245.1	0.04119					1|2|82|83|1683|2523|3448|7000|7001	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Thermoproteales|f__Thermocladiaceae|g__Vulcanisaeta|s__Vulcanisaeta sp001316245|GB_GCA_001316245.1	subspecies	s__Vulcanisaeta sp001316245	GB_GCA_001316245.1
RS_GCF_000007225.1	0.07538					1|2|82|83|1683|1684|1685|1686|1689	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Thermoproteales|f__Thermoproteaceae|g__Pyrobaculum|s__Pyrobaculum aerophilum|RS_GCF_000007225.1	subspecies	s__Pyrobaculum aerophilum	RS_GCF_000007225.1
RS_GCF_000234805.1	0.08488					1|2|82|83|1683|1684|1685|9820|9821	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Thermoproteales|f__Thermoproteaceae|g__Pyrobaculum|s__Pyrobaculum ferrireducens|RS_GCF_000234805.1	subspecies	s__Pyrobaculum ferrireducens	RS_GCF_000234805.1
RS_GCF_000016385.1	0.00839					1|2|82|83|1683|1684|1685|4124|4125	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Thermoproteales|f__Thermoproteaceae|g__Pyrobaculum|s__Pyrobaculum arsenaticum|RS_GCF_000016385.1	subspecies	s__Pyrobaculum arsenaticum	RS_GCF_000016385.1
GB_GCA_000247545.1	0.00823					1|2|82|83|1683|1684|1685|10937|10938	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Thermoproteales|f__Thermoproteaceae|g__Pyrobaculum|s__Pyrobaculum oguniense|GB_GCA_000247545.1	subspecies	s__Pyrobaculum oguniense	GB_GCA_000247545.1
RS_GCF_000015205.1	0.10438					1|2|82|83|1683|1684|1685|9728|9729	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Thermoproteales|f__Thermoproteaceae|g__Pyrobaculum|s__Pyrobaculum islandicum|RS_GCF_000015205.1	subspecies	s__Pyrobaculum islandicum	RS_GCF_000015205.1
RS_GCF_000019805.1	0.08001					1|2|82|83|1683|1684|1685|9271|9272	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Thermoproteales|f__Thermoproteaceae|g__Pyrobaculum|s__Pyrobaculum neutrophilum|RS_GCF_000019805.1	subspecies	s__Pyrobaculum neutrophilum	RS_GCF_000019805.1
GB_GCA_001189275.1	0.01266					1|2|82|83|1683|1684|1685|9707|9708	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Thermoproteales|f__Thermoproteaceae|g__Pyrobaculum|s__Pyrobaculum sp001189275|GB_GCA_001189275.1	subspecies	s__Pyrobaculum sp001189275	GB_GCA_001189275.1
GB_GCA_009903905.1	0.00749					1|2|82|83|1683|1684|1685|7960|7961	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Thermoproteales|f__Thermoproteaceae|g__Pyrobaculum|s__Pyrobaculum sp009903905|GB_GCA_009903905.1	subspecies	s__Pyrobaculum sp009903905	GB_GCA_009903905.1
RS_GCF_000193375.1	0.03382					1|2|82|83|1683|1684|1997|7339|7340	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Thermoproteales|f__Thermoproteaceae|g__Thermoproteus|s__Thermoproteus uzoniensis|RS_GCF_000193375.1	subspecies	s__Thermoproteus uzoniensis	RS_GCF_000193375.1
RS_GCF_002077075.2	0.06132					1|2|82|83|1683|1684|1997|1998|2001	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Thermoproteales|f__Thermoproteaceae|g__Thermoproteus|s__Thermoproteus sp002077075|RS_GCF_002077075.2	subspecies	s__Thermoproteus sp002077075	RS_GCF_002077075.2
N3874	0.04877				S	1|2|82|83|2536|2537|7420	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Thermofilales|f__Thermofilaceae|g__Infirmifilum	genus	g__Infirmifilum	g__Infirmifilum
RS_GCF_000993805.1	0.17068					1|2|82|83|2536|2537|7420|10389|10390	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Thermofilales|f__Thermofilaceae|g__Infirmifilum|s__Infirmifilum uzonense|RS_GCF_000993805.1	subspecies	s__Infirmifilum uzonense	RS_GCF_000993805.1
RS_GCF_000015225.1	0.13805					1|2|82|83|2536|2537|2538|7137|7138	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Thermofilales|f__Thermofilaceae|g__Thermofilum_B|s__Thermofilum_B pendens_A|RS_GCF_000015225.1	subspecies	s__Thermofilum_B pendens_A	RS_GCF_000015225.1
RS_GCF_000446015.1	0.18786					1|2|82|83|2536|2537|2538|2539|2543	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Thermofilales|f__Thermofilaceae|g__Thermofilum_B|s__Thermofilum_B adornatum|RS_GCF_000446015.1	subspecies	s__Thermofilum_B adornatum	RS_GCF_000446015.1
N3883	0.01731				S	1|2|82|83|2536|2537|4938	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Thermofilales|f__Thermofilaceae|g__Thermofilum_C	genus	g__Thermofilum_C	g__Thermofilum_C
GB_GCA_011047595.1	0.06692					1|2|82|83|2536|2537|4938|5644|5645	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Thermofilales|f__Thermofilaceae|g__Thermofilum_C|s__Thermofilum_C sp011047595|GB_GCA_011047595.1	subspecies	s__Thermofilum_C sp011047595	GB_GCA_011047595.1
GB_GCA_011053655.1	0.01462					1|2|82|83|2536|2537|3881|3882|3884	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Thermofilales|f__Thermofilaceae|g__DRZQ01|s__DRZQ01 sp011053655|GB_GCA_011053655.1	subspecies	s__DRZQ01 sp011053655	GB_GCA_011053655.1
GB_GCA_011369665.1	0.01617					1|2|82|83|2536|2537|3881|8279|8280	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Thermofilales|f__Thermofilaceae|g__DRZQ01|s__DRZQ01 sp011369665|GB_GCA_011369665.1	subspecies	s__DRZQ01 sp011369665	GB_GCA_011369665.1
GB_GCA_011055445.1	0.06025					1|2|82|83|2536|2537|3881|10015|10016	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Thermofilales|f__Thermofilaceae|g__DRZQ01|s__DRZQ01 sp011055445|GB_GCA_011055445.1	subspecies	s__DRZQ01 sp011055445	GB_GCA_011055445.1
GB_GCA_011372935.1	0.06771					1|2|82|83|2536|2537|3881|11326|11327	root|d__Archaea|p__Thermoproteota|c__Thermoproteia|o__Thermofilales|f__Thermofilaceae|g__DRZQ01|s__DRZQ01 sp011372935|GB_GCA_011372935.1	subspecies	s__DRZQ01 sp011372935	GB_GCA_011372935.1
N4040	0.03874				S	1|2|1243|1244|1245|1246|1247	root|d__Archaea|p__Asgardarchaeota|c__Lokiarchaeia|o__CR-4|f__SOKP01|g__Loki-b32	genus	g__Loki-b32	g__Loki-b32
N4067	0.04501				S	1|2|1243|1244|1245|1246|1475	root|d__Archaea|p__Asgardarchaeota|c__Lokiarchaeia|o__CR-4|f__SOKP01|g__SOKP01	genus	g__SOKP01	g__SOKP01
N4075	0.04931				S	1|2|1243|1244|1245|1246|7149	root|d__Archaea|p__Asgardarchaeota|c__Lokiarchaeia|o__CR-4|f__SOKP01|g__FT1-020	genus	g__FT1-020	g__FT1-020
GB_GCA_016840695.1	0.13279					1|2|1243|1244|1245|1246|7149|11245|11246	root|d__Archaea|p__Asgardarchaeota|c__Lokiarchaeia|o__CR-4|f__SOKP01|g__FT1-020|s__FT1-020 sp016840695|GB_GCA_016840695.1	subspecies	s__FT1-020 sp016840695	GB_GCA_016840695.1
N4083	0.01656				S	1|2|1243|1244|1245|1246|7261	root|d__Archaea|p__Asgardarchaeota|c__Lokiarchaeia|o__CR-4|f__SOKP01|g__SDNM01	genus	g__SDNM01	g__SDNM01
